Property_ID,Arrondissement,Property_Type,Size_sqm,Rooms,Floor,Year_Built,Condition,Distance_to_Center_km,Price_EUR
P10617,17.0,Loft,128.0,3.0,90.0,1934.0,Good,13.76,1689983.17
P10618,8.0,Apartment	,170.0,-2.5,8.0,2004.0,[New],?,-1975415.91
P10619,7.0,Apartment,106.0,1.0,8.0,2019.0,NEEDS RENOVATION,10.66,1543626.23
P10620,11.0,Loft,182.0,1.0,3.0,1896.0,Good ,-7.495,3243319.13
P10621,14.0,Studio,124.0,5.0,1.0,1889.0,Needs Renovation,5.65,1106792.01
P10622,17.0,Loft,1990.0,3.0,0.0,1924.0,New,149.9,veinte
	P10623	,5.0,Studio,108.0,-2.5,2.0,2013.0,Renovated,14.02,2010913.74
P10624,16.0,Loft,91.0,3.0,0.0,1969.0,Renovated,14.82,1401527.7
P10625,6.0,Loft,-99.5,3.0,0.0,1922.0,*Renovated*,3.49,379476.03
P10626,18.0,Penthouse,121.0,1.0,0.0,1886.0,Renovated,10.16,1452397.06
P10627,20.0,Loft,70.0,3.0,9.0,1956.0,Good,9.75,941650.16
P10628,8.0,Penthouse	,182.0,4.0,4.0,1928.0,Renovated,1.43,-1975415.91
P10629,8.0,Penthouse,-99.5,3.0,3.0,1984.0,Renovated,1.31,1700848.22
P10630,7.0,Loft,68.0,4.0,0.0,1904.0,Renovated,10.84,715383.95
 P10631,16.0,Penthouse,180.0,2.0,-4.5,1887.0,good,149.9,2322958.88
P10632,10.0,Apartment,171.0,-2.5,90.0,1958.0,Needs Renovation,12.48,2981943.93
P10633,13.0,Penthouse,97.0,3.0,doce,1989.0,Good,149.9,1714003.04
P10634,10.0,Apartment,70.0,doce,4.0,1910.0,Renovated,5.63,1009865.2
P10635,3.0,Penthouse,66.0,1.0,90.0,1945.0,Needs Renovation,11.9,1183868.53
P10636,9.0,Loft,124.0,2.0,9.0,1888.0,Good ,3.86,39508318.199999996
P10637,7.0,Penthouse,127.0,5.0,5.0,1958.0,Renovated	,7.8,2393023.07
P10638,5.0,Apartment,164.0,1.0,-4.5,1936.0,Good,12.65,3002151.41
P10639,8.0,Apartment,172.0,1.0,8.0,1878.0,Good,7.16,1403350.13
P10640,8.0,Apartment,101.0,5.0,3.0,1961.0,New,-7.495,1682978.22
P10641,14.0,NaN,159.0,5.0,-4.5,1957.0,Needs Renovation,7.97,2643355.19
P10642,4.0,Studio,164.0,1.0,9.0,1971.0,Renovated ,5.64,1991412.55
P10643	,18.0,Studio,129.0,4.0,9.0,1877.0,renovated,137.93,1215306.48
P10644,seven,Apartment ,-,3.0,7.0,1921.0,Good,14.8,2177083.57
  P10645  ,10.0,Penthouse,151.0,1.0,2.0,1923.0,Renovated,6.47,1985247.13
P10646,2.0,Penthouse ,171.0,2.0,5.0,1978.0,Good,9.66,2040137.04
P10647,18.0,Apartment,190.0,5.0,4.0,1913.0,GOOD,14.03,3108310.18
P10648,14.0,Studio,treinta y dos,2.0,4.0,1875.0,New,13.49,749813.11
P10649,-10.0,*Loft*,21.0,2.0,4.0,1911.0,Good,-7.495,295966.88
P10650,10.0,Apartment,39.0,3.0,4.0,2009.0,New,10.86,533951.35
  P10651  ,10.0, Apartment,158.0,1.0,8.0,1969.0,Renovated,11.41,2650576.12
P10652,10.0,	Loft	,107.0,1.0,8.0,-1011.5,Needs Renovation,5.34,1978435.16
P10653,5.0,Loft,171.0,3.0,8.0,2022.0,Renovated,140.12,3051868.65
P10654,200.0,*Apartment*,153.0,5.0,8.0,1995.0,Renovated,13.58,1976281.24
P10655,6.0,Loft,62.0,2.0,5.0,1855.0,Renovated,nueve,545828.37
P10656,6.0,Apartment,199.0,4.0,3.0,1906.0,Renovated,14.73,3616851.79
P10657,10.0,Studio,-99.5,2.0,5.0,1928.0,	Good	,3.86,-1975415.91
P10658,20.0,Loft,137.0,2.0,2.0,1852.0,Needs Renovation,5.58,1623990.58
P10659,17.0,Penthouse,78.0,3.0,3.0,null,New,cinco punto tres,1285409.67
P10660,13.0,Apartment	,1990.0,3.0,1.0,1911.0,Good,-7.495,2604598.67
P10661,5.0,Loft,151.0,4.0,1.0,1910.0,NULL,2.0,2353163.49
P10662,8.0,Apartment,62.0,1.0,8.0,1907.0,Renovated,11.84,-1975415.91
P10663,13.0,Studio,187.0,2.0,2.0,1893.0,Needs Renovation,11.26,3198078.22
P10664,9.0, Penthouse,85.0,4.0,90.0,-11632.25,Renovated,2.8,878874.7
P10665,19.0,Apartment,158.0,3.0,90.0,1885.0,Renovated,12.86,2085277.26
P10666,12.0,Studio,76.0,2.0,5.0,1865.0,New,3.43,887896.92
P10667,4.0,Loft,73.0,1.0,1.0,1943.0,Renovated,159.79,795554.55
*P10668*,6.0,Loft,152.0,4.0,0.0,1851.0,Renovated,2.44,2576254.16
P10669,200.0,Penthouse,129.0,-2.5,0.0,1977.0,Renovated,8.47,1729801.69
P10670,-10.0,Studio,180.0,3.0,0.0,2022.0,Good,149.9,2814568.45
 P10671,5.0,Loft,163.0,50.0,90.0,1984.0,Good,4.34,-1975415.91
P10672,15.0,Penthouse,195.0,4.0,6.0,1919.0,Needs Renovation,11.91,2639963.65
P10673,18.0,Loft,115.0,4.0,7.0,1850.0,Good,7.23,1428319.16
P10674,8.0,Apartment,36.0,5.0,2.0,1928.0,Needs Renovation,8.58,667808.25
P10675,17.0,Penthouse,2059.24,2.0,8.0,1905.0,New,3.42,39508318.199999996
P10676,192.61,Apartment,171.0,5.0,1.0,1857.0,New,4.11,39508318.199999996
P10677,200.0,Studio,196.0,5.0,3.0,1989.0,Good,5.24,39508318.199999996
P10678,6.0, Penthouse,45.0,3.0,9.0,1958.0,  Needs Renovation  ,7.25,795599.13
 P10679,4.0,Studio,109.0,5.0,81.18,1998.0,Needs Renovation,11.86,42433368.06
P10680,3.0,Loft,172.0,4.0,2.0,20230.0,New,0.71,2726561.9
P10681,15.0,Studio,166.0,2.0,3.0,2009.0,Needs Renovation,2.42,2734667.74
P10682,15.0,Apartment,1990.0,3.0,90.0,1974.0,Needs Renovation,9.01,1750976.65
P10683,10.0,Apartment,39.0,4.0,2.0,2020.0,New ,10.3,775637.85
P10684,9.0,Apartment,75.0,3.0,2.0,1936.0,Good,13.96,1120956.15
P10685,19.0,Apartment,124.0,2.0,4.0,1908.0,New,7.3,1500755.05
P10686,14.0,Penthouse,163.0,4.0,5.0,20230.0,New,7.19,-1975415.91
P10687,200.0,*Apartment*,180.0,1.0,1.0,2004.0,New,10.32,2528648.13
P10688,200.0,Apartment,134.0,3.0,4.0,1936.0,Renovated,10.52,1341110.11
P10689,14.0,PENTHOUSE	,103.0,1.0,5.0,1932.0,Good,11.34,910273.61
P10690,14.0,Penthouse,85.0,4.0,7.0,1999.0,Needs Renovation,7.1,-1975415.91
P10691,-10.0,Loft,2325.93,1.0,1.0,1997.0,  -  ,149.9,3411148.54
P10692,3.0, Studio,175.0,3.0,7.0,1967.0,Renovated,10.44,2869243.1
P10693,4.0,Studio,180.0,-2.5,9.0,-1011.5,Needs Renovation,13.28,2820309.46
P10694,17.0,Studio,80.0,5.0,1.0,1885.0,Good,1.64,1440440.27
P10695,1.0,Apartment,89.0,4.0,-4.5,1997.0,Renovated,0.96,1091059.54
P10696,15.0, Penthouse,54.0,2.0,3.0,1965.0,Needs Renovation,149.9,486798.37
P10697,8.0,Studio,1990.0,3.0,7.0,2004.0,Needs Renovation,11.19,1980539.01
P10698,12.0,Studio,102.0,1.0,-4.5,1886.0,Renovated,13.51,2036619.19
P10699,7.0,Apartment,133.0,1.0,4.0,1959.0,New,5.36,1806155.19
P10700,14.0,Apartment ,67.0,4.0,9.0,1943.0,Good,4.94,1192847.02
P10701,7.0,Apartment,25.0,2.0,9.0,1883.0,New,7.39,221310.47
P10702,20.0,Apartment,64.0,2.0,4.0,1933.0, Needs Renovation,14.61,569462.69
P10703,20.0,Apartment,140.0,1.0,7.0,1905.0,Good,2.76,null
P10704,2.0, Penthouse ,153.0,5.0,9.0,1888.0,	Needs Renovation	,5.8,1650881.0
P10705,8.0,Studio,178.0,5.0,3.0,1950.0,[New],149.9,2070095.21
P10706,5.0,Penthouse,18.0,2.0,90.0,20230.0,Good,4.43,218011.35
P10707,19.0,Penthouse,36.0,-2.5,4.0,1859.0,Renovated,-7.495,646263.75
P10708,8.0,Penthouse,166.0,3.0,-51.75,1994.0,Good,-7.495,1334256.68
P10709,17.0,Studio,71.0,2.0,1.0,1858.0,Needs Renovation,3.27,808195.02
P10710,10.0,	Penthouse	,103.0,2.0,nueve,1994.0,New,13.0,1648674.45
P10711,18.0,Studio,29.0,5.0,8.0,1889.0,Needs Renovation,5.89,576328.99
P10712,18.0,na,-99.5,5.0,5.0,1920.0,New,2.2,1622370.95
P10713,12.0,Loft,62.0,2.0,na,1938.0,Renovated,7.95,587685.04
P10714,14.0,Loft,155.0,5.0,4.0,1983.0, RENOVATED,8.73,3009687.38
P10715,10.0,Loft,104.0,4.0,7.0,20230.0,Good,11.25,2042853.71
P10716,200.0,Loft,180.0,4.0,2.0,2005.0,Good ,7.62,1797052.94
P10717,8.0,*Penthouse*,164.0,5.0,-4.5,1921.0,Good,5.88,2446776.37
P10718,15.0,Apartment,20.0,3.0,null,1908.0,Needs Renovation,12.75,385334.79
P10719,treinta y dos,	Studio	,83.0,4.0,8.0,1880.0,Needs Renovation,3.66,1334073.56
P10720,200.0,NULL,98.0,4.0,9.0,1963.0,Good,1.28,784768.39
P10721,11.0,Apartment,95.0,50.0,0.0,-1011.5,Needs Renovation,7.55,1282488.9
P10722,12.0,Apartment,123.0,3.0,6.0,20230.0,Good,-7.495,1335504.46
P10723,2.0,Penthouse,30.0,2.0,0.0,1879.0,Needs Renovation,14.99,513752.75
P10724 ,20.0,Apartment,110.0,2.0,1.0,24009.55,New,10.28,1405182.73
P10725,7.0,Studio,108.0,-28.75,90.0,2017.0,Needs Renovation,3.79,922906.44
P10726,7.0,Penthouse,157.0,1.0,4.0,1977.0,Renovated,1.01,2138334.07
P10727,1.0, Apartment,175.0,1.0,5.0,1960.0,Good,2.83,-22717282.96
	P10728	,4.0,Loft,89.0,2.0,0.0,1985.0,Good,4.58,942154.81
P10729,20.0,Studio,26.0,1.0,9.0,1964.0,Needs Renovation,11.39,398560.47
P10730,8.0,  Penthouse  ,185.0,1.0,9.0,1934.0,Renovated,12.61,1947934.82
P10731,13.0,Loft,70.0,2.0,2.0,-1011.5,Renovated,1.77,827161.64
P10732,10.0,Penthouse,191.0,3.0,7.0,1898.0,RENOVATED,5.32,2487390.6
*P10733*,17.0,Loft,77.0,3.0,0.0,1855.0,NULL,10.34,1204675.5
P10734,4.0,Loft,42.0,2.0,4.0,1964.0,Renovated,7.84,648286.43
P10735,7.0,penthouse,191.0,-2.5,3.0,1907.0,Renovated,10.88,2306753.4
P10736,14.0,Apartment,119.0,4.0,2.0,1948.0,Good,2.56,-1975415.91
P10737,5.0,Apartment,198.0,3.0,9.0,veinte,Renovated,12.6,3602493.3
P10738,18.0,	Loft	,128.0,4.0,8.0,-1011.5,	Renovated	,NaN,1328882.29
P10739,5.0,Studio,veinte,5.0,1.0,1916.0,Renovated,4.08,1202451.69
P10740,8.0, Loft ,132.0,2.0,3.0,1953.0,Good,8.88,39508318.199999996
P10741,16.0,studio,81.0,5.0,-4.5,1864.0,Renovated,7.2,759582.61
P10742,16.0,Loft,119.0,5.0,1.0,1944.0,Needs Renovation,5.67,1308226.32
P10743,6.0,Penthouse,154.0,4.0,6.0,1961.0,Good,4.44,1812046.69
P10744,5.0,Loft,103.0,2.0,9.0,1998.0,Good,6.73,1052205.72
P10745,18.0,Apartment,191.0,4.0,0.0,1965.0,New,4.68,1802790.39
P10746,3.0,Apartment,157.0,2.0,3.0,1895.0, Renovated ,9.67,1821090.86
P10747,14.0,Penthouse 	,135.0,50.0,0.0,1956.0,Good,186.68,1965647.0
P10748,3.0,Studio,61.0,4.0,4.0,1953.0,New,10.03,913597.32
P10749,7.0,Loft,54.0,50.0,3.0,1910.0,Renovated,11.81,795255.72
P10750,2.0,Loft,136.0,5.0,4.0,1905.0,Needs Renovation,1.84,1211478.92
P10751,1.0,Apartment,116.0,5.0,1.0,1953.0,Needs Renovation,0.97,1242975.15
P10752,1.0,Apartment,44.0,3.0,-4.5,1939.0,Renovated,11.95,39508318.199999996
P10753,18.0,Penthouse,139.0,4.0,8.0,twelve,New,14.56,2752590.1
P10754,17.0,Loft,198.0,50.0,3.0,1938.0,  Good  ,10.53,nueve
P10755,4.0,Apartment,197.0,5.0,0.0,2019.0,Good,12.44,3027425.8
P10756,8.0,Studio,36.0,3.0,7.0,1866.0, New,5.26,439553.86
P10757,12.0,Penthouse,104.0,5.0,90.0,1927.0,Needs Renovation,13.74,937691.05
P10758,3.0,APARTMENT,177.0,5.0,0.0,2008.0,Needs Renovation,149.9,2640427.46
P10759,222.14,Studio,177.0,50.0,5.0,1907.0,Good,10.42,1667999.36
P10760,10.0,Apartment,176.0,50.0,9.0,-1011.5,New,4.12,3387174.09
P10761,3.0,Loft,73.0,2.0,0.0,1863.0,Needs Renovation,NULL,1434728.19
	P10762	,13.0,Loft,149.0,4.0,2.0,1912.0,[New],14.11,1400048.97
P10763,1.0,Studio,177.0,1.0,3.0,1949.0,New,seven,2792853.05
P10764,16.0,Loft,136.0,55.38,0.0,20230.0,Renovated,4.2,2417543.08
P10765,19.0, Apartment,79.0,3.0,5.0,-1011.5,New	,8.3,39508318.199999996
P10766,8.0,Studio,179.0,4.0,3.0,2022.0,Needs Renovation,3.69,2626992.56
P10767,9.0,Apartment,110.0,5.0,2.0,20230.0,New,7.79,1817351.49
P10768,9.0, Apartment,185.0,1.0,1.0,1857.0,Good,1.23,2174971.32
P10769,11.0,Apartment,122.0,3.0,8.0,1879.0,Good,11.41,1531758.94
P10770,19.0,Studio,160.0,2.0,90.0,1909.0,Needs Renovation,166.68,2580681.1
P10771,3.0,Penthouse,140.0,5.0,5.0,1971.0,	Good	,3.94,2225532.37
P10772,-115.0,Studio,122.0,4.0,5.0,1881.0,Needs Renovation,6.79,2100539.65
P10773,18.0,Penthouse,29.0,2.0,4.0,1855.0,Needs Renovation,5.22,410905.21
P10774,5.0,Apartment ,137.0,3.0,0.0,1945.0,Renovated,14.5,2458034.49
P10775,2.0, Loft	,95.0,1.0,5.0,1884.0,Needs Renovation,14.23,1000410.3
P10776,-10.0,Apartment,164.0,3.0,9.0,1852.0,Renovated,14.97,2206265.41
P10777,20.0, Studio,-1144.25,1.0,8.0,1922.0,Renovated,3.13,1185462.61
P10778,1.0,STUDIO,97.0,5.0,90.0,1879.0,Needs Renovation,11.76,1035194.96
P10779,-10.0,Studio,1990.0,1.0,9.0,1907.0,Renovated,5.44,2213383.14
P10780,18.0,Loft,141.0,50.0,2.0,1965.0,Needs Renovation,5.37,1216646.07
P10781,6.0, Loft ,24.0,-2.5,4.0,1998.0,New,14.25,259678.35
P10782,20.0,Penthouse,149.0,1.0,1.0,-1011.5,Good,1.02,1605877.68
*P10783*,3.0,Apartment,68.0,50.0,0.0,1867.0,Renovated,12.94,576143.74
P10784,200.0,Loft,104.0,1.0,9.0,1925.0,[Good],5.78,NULL
P10785,13.0,Penthouse,146.0,2.0,7.0,1856.0,Renovated,2.41,-1975415.91
P10786,n/a,Apartment,133.0,4.0,95.2,1912.0,New,149.9,1744089.5
P10787,10.0,Loft,134.0,-2.5,4.0,1939.0,Renovated,1.88,2386226.94
P10788,9.0, Apartment,42.0,5.0,4.0,-11632.25,Good,4.56,651734.34
P10789,3.0,Studio,28.0,2.0,3.0,1973.0,Needs Renovation,11.51,446699.55
P10790,15.0,Loft	,nueve,3.0,3.0,20230.0,New,3.64,593945.85
P10791,1.0,Apartment,35.0,5.0,3.0,1878.0,Renovated ,2.66,599267.59
P10792,18.0,Apartment,veinte,4.0,1.0,-1011.5,Renovated,8.98,1082977.5
P10793,13.0,Apartment,33.0,2.0,5.0,1949.0,Renovated,13.35,340600.4
P10794,14.0,Loft,194.0,4.0,2.0,19852.25,New,9.9,1836275.61
P10795,18.0,null,130.0,-2.5,3.0,1899.0,Good,6.26,1260127.85
P10796,null,Studio,162.0,3.0,94.75,1917.0,Good,4.42,1996762.44
P10797,200.0,Penthouse,48.0,5.0,9.0,1944.0,Renovated,14.83,955727.11
P10798,-10.0,Studio,161.0,2.0,2.0,1934.0,New,13.06,2821656.58
P10799,6.0,Loft,97.0,5.0,3.0,20230.0, New,6.7,1669958.33
P10800,14.0,Penthouse,74.0,1.0,6.0,2008.0,Needs Renovation,10.49,1036631.3
P10801,3.0,Penthouse ,143.0,3.0,3.0,1920.0,Renovated,0.73,2098423.23
P10802,8.0,Loft,64.0,4.0,0.0,1941.0,Good,3.33,542826.64
P10803,15.0,N/A,61.0,4.0,6.0,1979.0,Good,9.24,1059632.97
*P10804*,10.0,*Apartment*,18.0,4.0,7.0,-,Needs Renovation,-86.19,157177.54
P10805,11.0,Loft,26.0,3.0,0.0,1898.0,Renovated,149.9,419062.93
P10806,200.0,Penthouse,74.0,4.0,8.0,1945.0,Needs Renovation,3.78,837019.35
 P10807,20.0,Studio,56.0,1.0,8.0,1967.0,Renovated,3.67,868221.87
P10808	,11.0,Studio,179.0,50.0,3.0,1956.0,Needs Renovation,2.14,2733681.49
P10809,11.0,Studio,94.0,2.0,90.0,1915.0,Needs Renovation,6.46,958934.31
P10810,na,  loft  ,87.0,50.0,-4.5,1945.0,[ New ],12.2,725069.04
	P10811	,19.0,Studio,190.0,4.0,1.0,20230.0,Renovated,10.26,2620586.72
P10812,13.0,Penthouse,178.0,-28.75,8.0,1927.0,	Needs Renovation	,6.27,2776967.48
P10813,12.0,Apartment,29.0,50.0,90.0,1974.0,Good,0.86,-1975415.91
P10814,19.0,Studio,163.0,2.0,4.0,1995.0,,2.35,2373338.02
P10815,15.0,Studio,176.0,nueve,99.15,1885.0,Needs Renovation,177.84,2266719.21
P10816,10.0,Apartment,36.0,5.0,8.0,1945.0,Needs Renovation,149.9,676914.1
P10817,16.0, Studio,178.0,4.0,2.0,2000.0,Renovated,0.52,3444495.04
P10818,200.0,Penthouse,137.0,3.0,4.0,1953.0,Good,2.35,-22717282.96
P10819,14.0,Loft,154.0,1.0,6.0,1895.0,New,2.45,2461023.47
P10820 ,15.0,Loft,1990.0,1.0,90.0,1854.0,Needs Renovation,2.0,-1975415.91
P10821,18.0,PENTHOUSE,130.0,3.0,0.0,1880.0,New,5.18,1506101.28
P10822,12.0,Apartment,97.0,5.0,2.0,1982.0,  New  ,7.96,1890683.24
P10823,8.0,Penthouse,84.0,n/a,1.0,2022.0,Good,14.84,1059114.98
P10824,20.0,Apartment,1990.0,1.0,6.0,1945.0,Needs Renovation,3.07,1213239.2
P10825,11.0,Loft,68.0,3.0,9.0,1865.0,New	,14.94,978007.36
P10826,1.0,Apartment,60.0,3.0,9.0,1960.0, Good ,5.12,1064981.15
P10827,8.0,Studio,171.0,4.0,2.0,2010.0,Needs Renovation,9.67,2767857.35
P10828 ,200.0,Loft,177.0,5.0,-4.5,1958.0,Needs Renovation,4.22,2644718.09
P10829,null,Studio,181.0,4.0,-4.5,1951.0,Renovated,1.84,2373136.7
P10830,1.0,Loft,185.0,5.0,8.0,1935.0,New,4.96,39508318.199999996
P10831,10.0,Loft,125.0,-28.75,2.0,1891.0,New,-7.495,2194762.78
*P10832*,4.0,Studio,129.0,2.0,8.0,1869.0,Renovated,9.95,1493421.11
P10833,10.0,Penthouse,53.0,3.0,6.0,1860.0,[Needs Renovation],9.75,-1975415.91
P10834,-10.0,Loft,169.0,3.0,2.0,1983.0,Renovated,4.16,1436322.13
P10835,16.0,Apartment,127.0,-2.5,2.0,-11632.25,Needs Renovation,8.96,1250573.33
P10836,15.0,Penthouse,-99.5,-2.5,3.0,2002.0,New,10.66,2493852.93
P10837,10.0,Apartment,116.0,4.0,4.0,2014.0,New,0.8,1427201.24
P10838,1.0,  Penthouse  ,102.0,1.0,5.0,1903.0,New ,149.9,2009620.29
P10839,6.0,Studio,132.0,4.0,0.0,1856.0,Good,7.09,ocho horas
P10840,18.0,Studio,25.0,4.0,6.0,2022.0,Renovated,2.25,480418.97
P10841,18.0,Loft,42.0,3.0,9.0,2002.0,  Needs Renovation  ,-7.495,824538.19
P10842,8.0,Loft,111.0,4.0,2.0,1879.0,Good,7.74,1109181.96
P10843 ,N/D,Loft,1990.0,4.0,7.0,1951.0,Needs Renovation,6.12,2203053.4
P10844,1.0,Studio,61.0,5.0,3.0,2015.0,Needs Renovation,7.1,811568.46
[P10845],19.0,Loft,21.0,1.0,8.0,1923.0,Needs Renovation,7.42,408550.61
P10846,1.0,Studio,149.0,5.0,3.0,2010.0,Good,2.34,-1975415.91
P10847,9.0,  Apartment  ,195.0,4.0,0.0,22116.29,New,3.53,1940626.31
P10848,-10.0,Studio,18.0,1.0,-4.5,-,[Renovated],2.19,153064.24
P10849,200.0,Studio,166.0,50.0,3.0,20230.0,Needs Renovation,10.34,1916572.11
P10850,4.0,Penthouse,46.0,five point two,2.0,1896.0,Needs Renovation,13.11,586764.57
P10851,200.0,Penthouse,45.0,4.0,6.0,1897.0,Needs Renovation,149.9,-1975415.91
P10852,20.0,Loft,-99.5,1.0,5.0,1915.0,New,treinta y dos,3408840.17
P10853,12.0,Penthouse,50.0,2.0,6.0,-1011.5,Needs Renovation	,149.9,584183.37
P10854,20.0,Studio,104.0,2.0,5.0,1893.0,Renovated,1.08,1053087.6
P10855,20.0,Apartment,-1144.25,3.0,90.0,1879.0,Good,10.25,39508318.199999996
P10856,11.0,Apartment,47.0,2.0,5.0,1943.0,Good,-7.495,832656.72
P10857,10.0,Apartment,151.0,5.0,0.0,20230.0,Good,6.88,1231387.9
P10858,200.0,Studio,194.0,-2.5,1.0,1852.0,NEEDS RENOVATION,veinte,1823116.39
P10859,14.0,apartment ,180.0,5.0,90.0,20230.0,Needs Renovation,12.48,3395963.89
P10860,200.0,Studio,127.0,2.0,5.0,2021.0,Needs Renovation,14.06,2234869.85
P10861,18.0,Studio,nueve,1.0,4.0,1904.0,Good,4.09,2455413.45
P10862,16.0,Penthouse,109.0,4.0,2.0,1968.0,Good,7.44,1414983.42
P10863,200.0,Penthouse,187.0,5.0,9.0,1902.0,Needs Renovation,8.09,2852182.31
P10864,20.0,penthouse,88.0,3.0,6.0,2006.0,Renovated,0.68,?
P10865,1.0, Apartment,145.0,3.0,2.0,1855.0,Good,6.08,2451590.76
P10866,7.0,Loft,52.0,5.0,2.0,-1011.5, Good,4.42,1010307.15
P10867,14.0,Loft,136.0,N/D,2.0,1934.0, Good 	,0.87,1862277.75
P10868,15.0,Loft,150.0,-2.5,-4.5,1909.0,Good,4.24,2990247.58
P10869,3.0,Apartment,85.0,2.0,7.0,1962.0,Good,9.86,868982.39
P10870,200.0,Apartment,-99.5,2.0,7.0,1962.0,Renovated,1.62,290274.76
P10871,8.0,Penthouse,26.0,1.0,9.0,1961.0,Good,10.37,247606.66
P10872,15.0,Loft,178.0,1.0,5.0,2020.0,New,1.18,1550250.03
P10873 ,,Apartment,155.0,3.0,1.0,1908.0,Renovated,0.56,2271801.15
P10874,18.0,Penthouse,199.0,4.0,8.0,1917.0,New,3.07,3124665.01
P10875,15.0,	Studio	,81.0,2.0,7.0,1943.0,good,7.61,-1975415.91
P10876,4.0,Studio,39.0,4.0,N/A,1915.0,Renovated,?,395786.81
P10877,-10.0,LOFT,59.0,2.0,1.0,1960.0,Renovated,5.57,707046.42
P10878,12.0,Apartment,1990.0,3.0,-4.5,1863.0,Needs Renovation,12.54,1915750.84
P10879,ocho horas,Studio,186.0,1.0,-4.5,-1011.5,N/A,0.74,2895761.34
P10880,19.0,Penthouse,33.0,2.0,90.0,1996.0, Good,8.07,584945.41
P10881,6.0,Studio,194.0,49.81,-4.5,2003.0,Good,13.41,-22717282.96
P10882,7.0,Apartment,141.0,3.0,5.0,1926.0,Renovated,9.47,1905718.66
P10883,18.0,Penthouse ,68.0,4.0,7.0,1934.0,Good,6.79,1095172.13
P10884,11.0,Penthouse,1990.0,1.0,5.0,2000.0,Renovated,4.89,1277993.16
P10885,NULL,Penthouse,101.0,3.0,1.0,1936.0,New,4.04,1657279.33
P10886,5.0,Loft,163.0,1.0,1.0,1937.0,New,149.9,1692880.3
*P10887*,9.0,Studio,182.0,3.0,1.0,1933.0,Good,10.64,2230952.77
P10888,8.0,Studio,105.0,1.0,8.0,1880.0,Renovated,3.34,1778368.28
P10889,8.0,[Loft],54.0,5.0,treinta y dos,1997.0,Needs Renovation,4.29,748339.13
  P10890  ,5.0,Loft ,131.0,4.0,8.0,1874.0,Needs Renovation,5.13,1990098.48
P10891,13.0,Loft,55.0,3.0,5.0,1983.0,New,0.85,628513.15
P10892,200.0,Loft,1990.0,2.0,-4.5,1966.0,Renovated,7.34,3010439.77
P10893,12.0,Loft,166.0,3.0,-4.5,1965.0,Needs Renovation,6.41,2574358.37
P10894,11.0, Apartment,49.0,1.0,-4.5,1975.0,New,8.87,507421.05
P10895,15.0,Penthouse,103.0,2.0,6.0,20230.0,New,11.37,1598932.99
P10896,18.0,Loft,-99.5,1.0,0.0,2011.0,Good,3.13,1037827.48
P10897,14.0,*Studio*,118.0,2.0,5.0,1870.0,Needs Renovation ,6.68,1377884.28
P10898,9.0,Penthouse,110.0,1.0,6.0,1880.0,Renovated,2.99,987678.9
P10899,11.0,Studio,-99.5,1.0,NULL,1974.0,Needs Renovation,12.27,464989.19
P10900,-10.0,Apartment,29.0,4.0,8.0,1958.0,New,149.9,457983.83
P10901,4.0,Loft,146.0,1.0,2.0,1970.0,New,13.35,1203281.51
P10902,4.0,Studio,1990.0,-2.5,1.0,-1011.5,Needs Renovation,14.01,336159.66
P10903,15.0,Apartment,184.0,5.0,8.0,1857.0,Needs Renovation,9.76,3062107.67
P10904,7.0,Studio,124.0,50.0,2.0,1891.0,[ Needs Renovation ],12.96,1196793.04
P10905,6.0,Penthouse,-99.5,5.0,-4.5,1922.0,New,11.52,2157228.27
P10906,doce,Penthouse,1990.0,4.0,7.0,1913.0,New,9.86,1514344.8
P10907,12.0,Studio,165.0,5.0,90.0,1938.0,	New	,2.7,1920703.38
  P10908  ,13.0,Penthouse,34.0,4.0,1.0,2002.0,Good,11.07,294222.15
P10909,14.0,Apartment,117.0,4.0,5.0,1948.0,New,6.7,1226372.32
P10910,1.0,Studio,132.0,4.0,2.0,1908.0,Needs Renovation,0.6,2236420.15
P10911,3.0,Studio,140.0,1.0,8.0,1884.0,Good,12.77,1741990.07
P10912,17.0,Loft,191.0,3.0,6.0,1879.0,New,5.42,3719820.99
	P10913	,200.0,Penthouse,158.0,3.0,3.0,1932.0,New ,13.19,1735231.5
P10914,14.0,Studio ,187.0,5.0,9.0,1883.0,Needs Renovation,4.47,-1975415.91
P10915,3.0,Studio,20.0,2.0,8.0,1930.0,Needs Renovation,10.21,386805.78
P10916,3.0,Apartment,89.0,2.0,1.0,1877.0,New,12.13,972133.96
P10917,11.0,Penthouse,180.0,5.0,9.0,1870.0,Renovated,10.4,1736568.07
P10918,5.0,Loft,117.0,3.0,3.0,20230.0,Good,5.04,2075972.51
P10919,5.0,Penthouse ,73.0,1.0,7.0,22943.71,New,9.88,1448229.29
 P10920,-,Studio,49.0,3.0,7.0,20230.0,Needs Renovation,-7.495,767350.14
P10921,221.29,Studio,186.0,1.0,NaN,1966.0,Good,149.9,3319472.37
P10922,14.0,Loft,1990.0,4.0,0.0,1982.0,Good,14.73,1149913.05
P10923,3.0,Apartment,-,4.0,2.0,-1011.5,Good,7.3,326508.65
P10924,4.0,[Loft],126.0,5.0,0.0,1973.0,Renovated,11.02,2402354.2
P10925 ,14.0,Penthouse,165.0,2.0,1.0,1928.0,Good,1.53,2127400.51
