Unnamed: 0,property_type,price,location,city,baths,purpose,bedrooms,Area_in_Marla
96307.0,House,3500000.0,Bhara kahu,LAHORE,3.0,For Sale,63.94,3.0
96308.0,House,27000000.0,Bahria Town,Islamabad,5.0,For Sale,4.0,10.0
96310.0,House,24000000.0,Bahria Town,Islamabad,-40.25,For Sale,5.0,10.0
,Flat,80000.0,F-11,Islamabad,3.0,For Rent,3.0,14.3
-,Flat,90000.0,Alia Town ,Islamabad,3.0,For Rent,doce,12.9
96314.0,Room ,75000.0,F-11,Islamabad,3.0,For Rent,60.0,14.3
1684450.0,Flat,65000.0,F-11,Islamabad,2.0,For Sale ,twenty,11.1
96316.0,Flat,90000.0,F-11,Islamabad,70.0,[for sale],3.0,14.3
96322.0,Lower Portion,45000.0,E-11,Islamabad,2.0,for rent,2.0,8.0
96323.0,Upper Portion ,40000.0,E-11,Islamabad,N/A,For Rent,2.0,6.0
96324.0,Lower Portion,42000.0,E-11,Islamabad,3.0, For Rent,2.0,6.0
96325.0,House ,45000.0,*E-11*,Islamabad,2.0,For Rent,2.0,4.0
96326.0,Flat,30000.0,E-11,  Islamabad  ,2.0,For Rent	,60.0,1988.1
96327.0,Upper Portion,90000.0,E-11,Islamabad,3.0,For Rent,-3.0,20.0
na,Lower Portion,90000.0,E-11,Islamabad,3.0,for rent,3.0,20.0
1684450.0, Penthouse ,-22450000.0,E-11,Islamabad,4.0,For Rent,-3.0,20.0
96330.0,Upper Portion,70000.0,E-11,Islamabad,4.0,*For Rent*,3.0,NaN
96331.0,farm house,125000.0,F-10,Islamabad,4.0,For Rent ,5.0,13.3
96332.0,[Flat],42000.0,F-10,Islamabad,2.0,For Rent,-3.0,NaN
96333.0,House,65000.0,I-8,Islamabad,-3.5,For Rent,-3.0,12.0
96334.0,Upper Portion,50000.0,DHA Defence,Islamabad,4.0,For Rent,3.0,20.0
-84222.5,Lower Portion,26000.0,G-13,Islamabad,-3.5,For Rent,60.0,-97.0
96336.0,House	,60000.0,G-9,Islamabad,NaN,For Rent,2.0,10.9
96337.0,Room,32000.0,F-6,lahore,1.0,For Rent,1.0,20.0
96338.0,Flat,45000.0,DHA Defence,Islamabad ,doce,for rent,3.0,20.0
96339.0,Lower Portion,60000.0,DHA Defence, Lahore ,3.0,For Rent,3.0,20.0
-84222.5,House,48000.0,Askari 14,Rawalpindi,3.0,For Rent,-3.0,10.0
96341.0,House,-22450000.0,Askari 14	,Rawalpindi,4.0,For Rent,4.0,10.0
1739730.91,*House*,60000.0,Askari 14,Rawalpindi,5.0,For Rent,5.0,-97.0
96343.0,Upper Portion,21000.0,Adiala Road,Rawalpindi,3.0,For Rent,3.0,12.0
96344.0,House,70000.0,Askari 14,Rawalpindi,5.0,For Rent,-3.0,20.0
96346.0,upper portion,17500000.0,Bahria Town,Lahore,6.0,For Sale ,5.0,10.0
96347.0,HOUSE,18800000.0,H - 8,Lahore,6.0,For Sale,5.0,-97.0
96348.0,House,19000000.0,Bahria Town,Lahore,6.0,For Sale,5.0,10.0
96349.0, House,18400000.0,Bahria Town,Lahore,6.0,For Sale,5.0,10.0
N/A,House,431262219.49,State Life Housing Society,Lahore,4.0,For Sale,3.0,5.0
-,House,18000000.0,Bahria Town,Lahore,6.0,For Sale,5.0,10.0
96352.0,House,18000000.0,Bahria Town,NaN,6.0,For Sale,5.0,10.0
1684450.0, Penthouse,16500000.0,Bahria Town,Lahore,6.0,For Sale ,60.0,10.0
96354.0,House,36000000.0,DHA Defence,Lahore,6.0,For Sale,-3.0,20.0
96355.0,House,17000000.0,ASKARI 12,Lahore,6.0,For Sale,5.0,10.0
96356.0,penthouse,-22450000.0,DHA Defence,Lahore,6.0,For Sale,5.0,22.0
96357.0,House	,35000000.0, DHA Defence,Lahore,6.0,For Sale,5.0,20.0
96358.0,House,5500000.0,Mansoorah,  Lahore  ,4.0,For Sale	,60.0,3.0
96360.0,Flat,2000000.0,Khayaban-e-Amin,FAISALABAD,1.0,For Sale,2.0,5.0
96361.0,House,4400000.0, Shalimar Housing Scheme,  Lahore  ,3.0,For Sale,4.0,3.5
96362.0,House,23000000.0,DHA Defence,Lahore,5.0,For Sale,4.0,7.0
1684450.0,[House],37000000.0,kaleem shaheed colony no 1	,Lahore,70.0,For Sale,5.0,20.0
96365.0,House,42000000.0,DHA Defence,Lahore,6.0,For Sale,5.0,20.0
twenty,House,32500000.0,  DHA Defence  ,Lahore,5.0,For Rent ,4.0,10.0
96368.0,House,40000000.0,DHA Defence,Lahore,ocho horas,For Sale,5.0,-97.0
-968558.75,Upper Portion ,12000000.0,Johar Town,Lahore	,5.0,For Sale,4.0,5.0
96370.0,House,42500000.0,DHA Defence,Lahore,6.0, For Sale ,5.0,20.0
96371.0,House,40000000.0,Wapda Town,Lahore,7.0,FOR SALE,6.0,20.0
96374.0,House,40500000.0,DHA Defence,Lahore,6.0,For Sale,5.0,20.0
96375.0,House,7500000.0,Eden Gardens,Faisalabad,3.0,For Sale,60.0,4.0
96376.0,House,449000000.0,Askari 14,Rawalpindi,3.0,For Sale,3.0,-97.0
96378.0,House,8000000.0,Airport Housing Society,Rawalpindi,4.0,For Sale,4.0,5.0
96379.0,House,6500000.0,Airport Housing Society,Rawalpindi,4.0,For Sale,3.0,5.0
96380.0,House,449000000.0,Airport Housing Society,*Rawalpindi*,4.0,For Sale,4.0,5.0
96381.0,House,14000000.0,Bahria Town Rawalpindi ,Rawalpindi,5.0,For Sale,5.0,7.3
96383.0,House,5300000.0,Sangar Town ,Rawalpindi,3.0,For Sale,6.0,9.8
96384.0,House,21000000.0,Bahria Town Rawalpindi,Rawalpindi,7.0, For Rent ,5.0,10.0
96386.0,Flat,7000000.0,Gulshan-e-Iqbal Town,	Karachi	,2.0,For Sale,2.0,3.0
96388.0,house,7200000.0,Gulistan-e-Jauhar,islamabad,2.0,For Sale,2.0,5.8
96389.0,Flat,449000000.0,Gulistan-e-Jauhar,Karachi,3.0,For Sale,3.0,6.4
96390.0,Upper Portion,16500000.0,Nazimabad,Karachi,4.0,For Sale,4.0,9.8
96391.0,House,449000000.0,DHA Defence,Karachi,4.0,NaN,60.0,1940.0
96392.0, Penthouse,26000000.0,gulshan-e-ahbab,Karachi,2.0,For Sale,2.0,4.8
96393.0,Flat,7000000.0,DHA Defence,[Karachi ],2.0,For Sale ,2.0,4.2
96394.0,House,2200000.0,Korangi,na,1.0,	For Sale	,2.0,1.6
96395.0,House,2400000.0,Korangi,Karachi,1.0,For Sale,2.0,1940.0
96396.0,House,1900000.0,Korangi,Karachi,1.0,For Sale,-3.0,2.0
96397.0,House,2000000.0,Korangi,Karachi,1.0,For Sale,60.0,-97.0
96398.0,House,1550000.0,Korangi,Karachi,1.0,For Sale,2.0,-97.0
96400.0,	House	,3500000.0,Korangi,Karachi,3.0,For Sale,5.0,2.4
96402.0,House,-22450000.0,Korangi,Karachi,3.0,For Sale,dieciocho,2.4
-84222.5,House,2600000.0,Korangi ,Karachi,ocho horas,For Sale,60.0,1789.38
96407.0,House,2000000.0,Korangi,Karachi,2.0,For Sale ,2.0,1.6
96408.0,House,-22450000.0,Korangi,Karachi,3.0,For Sale,6.0,6.0
1862114.24,House,11000000.0,Korangi,Karachi,-3.5,For Sale,4.0,4.0
96411.0,House,-22450000.0,Korangi,Karachi,3.0,For Sale,3.0,1940.0
96412.0,[House],7000000.0,Korangi,Karachi,70.0,For Sale,6.0,4.8
96413.0,House,2500000.0,  Korangi  ,Karachi,2.0,For Sale ,2.0,2.4
96416.0,Flat,5500000.0,DHA Defence,Karachi,-3.5,For Sale,2.0,2.7
96417.0,room,1700000.0,Korangi,Karachi,3.0,For Rent ,4.0,2.4
96418.0,Flat,13200000.0,Chandni Chowk ,Karachi,70.0,For Sale,3.0,6.7
96420.0,Flat,449000000.0,DHA Defence,Karachi,3.0,For Sale,3.0,10.7
-968558.75,Flat,449000000.0, DHA Defence,Karachi,2.0,For Sale,2.0,4.2
96441.0,Flat,8500000.0,DHA Defence,Karachi,2.0,For Sale,2.0,4.2
96442.0,Flat,13000000.0,DHA Defence,Karachi,70.0,For Sale,3.0,4.7
96443.0,Flat,8500000.0,DHA Defence,Karachi,2.0,For Sale,dieciocho,3.8
96444.0,Flat,7000000.0,DHA Defence,Karachi,2.0,For Sale,2.0,4.2
96445.0,Flat ,2700000.0,Gulistan-e-Jauhar,Karachi,-3.5,For Sale,2.0,3.3
96446.0, Upper Portion ,12500000.0,North Nazimabad,Karachi,2.0,For Sale,2.0,4.9
1677636.51,Flat,8500000.0,North Nazimabad,Karachi,3.0,For Sale,3.0,5.6
96448.0,Flat,7500000.0,[North Nazimabad],Karachi,five point two,For Sale,2.0,4.0
96449.0,Lower Portion,5200000.0,?,Karachi,2.0,[For Sale],2.0,4.0
96451.0,Flat,11000000.0,North Nazimabad,Karachi,2.0,For Sale,2.0,5.8
96452.0,Flat,-22450000.0,North Nazimabad,Karachi,2.0,For Sale,2.0,2.9
96454.0, NaN,12000000.0,North Nazimabad,Karachi,3.0,For Sale,3.0,8.0
96456.0,Flat,14000000.0,DHA Defence,Karachi,3.0,For Sale,3.0,8.9
-84222.5,Lower Portion ,16000000.0,Haji Abad ,Karachi,3.0,for rent,3.0,8.0
96458.0,Upper Portion,16500000.0,Jamshed Town,Karachi,3.0,For Sale,3.0,6.7
96459.0, Farm House ,19000000.0,Khalid Bin Walid Road,Karachi,3.0,for sale,3.0,6.7
96460.0,[Lower Portion],12500000.0,Jamshed Town,Karachi,2.0,For Sale,2.0,4.0
96461.0,Flat,-258175000.0,Tariq Road,Karachi,2.0,For Sale,60.0,2.6
96462.0, Upper Portion,null,North Karachi,Karachi,6.0,For Rent,6.0,1940.0
96463.0,Flat,53000.0,Ghausia Colony ,Karachi,3.0,For Rent,3.0,11.4
96464.0,Flat,449000000.0,pindora,Karachi,3.0,For Rent,3.0,11.4
ocho horas,Flat,55000.0,SHERAZ TOWN,rawalpindi,3.0,For Rent,3.0,11.4
1684450.0,Flat,60000.0,Cantt,Faisalabad ,3.0,For Rent,3.0,11.4
96469.0,Flat,393147051.79,Bahria Town Karachi	,Karachi,2.0,For Rent	,2.0,3.0
96471.0,Flat,63000.0,Cantt,Karachi,3.0,  For Rent  ,3.0,11.4
96474.0,Upper Portion,130000.0,Clifton,  Karachi  ,3.0,For Rent,3.0,14.0
96485.0,House,300000.0,DHA Defence, Islamabad ,6.0,For Rent,5.0,20.0
96486.0,Flat,30000.0,DHA Defence,Karachi,2.0,For Rent,1.0,2.2
96487.0,Upper Portion,33000.0,DHA Defence,Islamabad,3.0,For Rent,2.0,10.0
96488.0,Flat,4564000.0,DHA Defence,KARACHI,1.0,For Sale,1.0,1940.0
96489.0, House,423793797.41, D-17,Islamabad,2.0,For Sale,2.0,4.9
96490.0,House,5500000.0, Old Ravians Co-Operative Housing Society ,Islamabad,-3.5,For Sale,4.0,6.7
1684450.0,House,11000000.0,I-11,Islamabad,6.0,For Sale,6.0,-97.0
96495.0,House,3300000.0,*Soan Garden*,Islamabad,2.0,For Sale,2.0,4.4
N/A,Flat,4600000.0,Soan Garden,Islamabad,3.0,For Sale,3.0,4.9
96505.0,House,10500000.0,Soan Garden,Islamabad,6.0, For Sale,4.0,6.7
96506.0,House,55000.0,G-9,Islamabad,3.0,For Rent,2.0,7.0
96507.0,Upper Portion,75000.0,F-11,Islamabad,-40.25,For Rent ,3.0,20.0
96508.0, Flat,80000.0,F-10 ,[ISLAMABAD],70.0,for sale,-3.0,24.0
96509.0,  Upper Portion  ,50000.0, Burma Town ,Islamabad,5.0,For Rent,4.0,20.0
96510.0, Upper Portion,20000.0,I-8, Islamabad,1.0,*For Rent*,1.0,12.0
96511.0,House,60000.0,DHA Defence,Islamabad,3.0,For Rent,60.0,11.0
96513.0,House,19000.0,National Police Foundation O-9,N/A,-3.5,For Rent,2.0,5.0
-84222.5,Lower Portion,90000.0,I-8,Islamabad,4.0,For Rent,4.0,20.0
96515.0,House,95000.0, Khalid Abad  ,Islamabad,6.0,For Rent,6.0,2.2
1684450.0,House,100000.0,DHA Defence	,Islamabad,6.0,For Rent,5.0,20.0
96517.0,Flat,85000.0,G-11, Lahore,4.0,For Rent,null,10.2
96518.0,Lower Portion,449000000.0,G-14,Islamabad	,2.0,For Rent,2.0,5.0
96519.0,Lower Portion	,46000.0,DHA Defence,Islamabad,4.0,For Rent,3.0,20.0
-84222.5,Upper Portion,42000.0,DHA Defence,	Islamabad	,70.0,For Rent,3.0,20.0
96525.0,House,68000.0,Askari 13,Rawalpindi,4.0,For Sale ,4.0,10.0
96527.0, Lower Portion ,449000000.0,Bahria Town Rawalpindi,N/A,3.0,For Rent,3.0,-97.0
veinte,Lower Portion,18000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,2.0,5.0
1684450.0,Lower Portion,19000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,2.0,5.0
96530.0,Lower Portion,449000000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,2.0,5.0
-84222.5,Upper Portion,16000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,2.0,5.0
96533.0,Upper Portion,17000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,2.0,5.0
96534.0,Upper Portion,18000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,2.0,5.0
-84222.5,Upper Portion,20000.0,Airport Housing Society,Rawalpindi,2.0,For Rent,-3.0,5.0
96537.0,Lower Portion,55000.0,Satellite Town,Rawalpindi,3.0,For Rent,3.0,7.0
96538.0,Lower Portion,45000.0,Satellite Town,Rawalpindi,3.0,*For Rent*,3.0,-97.0
-84222.5,Lower Portion,48000.0,Satellite Town,Rawalpindi,3.0,For Rent,3.0,1940.0
96540.0,Upper Portion,60000.0,Bahria Town Rawalpindi,Rawalpindi,4.0,For Rent,3.0,20.0
96542.0,House,26000000.0,DHA Defence,Lahore,70.0,For Sale,4.0,10.0
96543.0,House,38000000.0,DHA Defence,RAWALPINDI,5.0,For Sale,4.0,10.0
96544.0,House,22500000.0,*DHA Defence*,Faisalabad ,5.0,For Sale,4.0,?
96545.0,Flat,4700000.0,Bahria Town,Lahore,1.0,For Sale,1.0,2.7
96548.0,House,12000000.0,Bahria Town	,Lahore,4.0,For Sale,3.0,5.0
96549.0,House,40500000.0, PWD Housing Scheme,	Lahore	,N/D,For Sale,5.0,20.0
96550.0,House,6500000.0,Harbanspura	,Lahore,2.0,For Rent ,60.0,2.5
96551.0,House,39900000.0,DHA Defence, Lahore,7.0,For Sale,6.0,20.0
96552.0,House,40000000.0,DHA Defence,islamabad,6.0,For Sale,5.0,20.0
96553.0,House,37000000.0,State Life Housing Society,Lahore,7.0,FOR RENT,5.0,20.0
96555.0,House,23000000.0,DHA Defence	,Lahore,5.0,For Sale,4.0,1940.0
96557.0,House,16500000.0,Johar Town,Lahore,6.0,For Sale,5.0,5.0
96558.0,Flat,31500000.0,DHA Defence,Lahore,4.0, For Sale,-3.0,9.4
1684450.0,House,40000000.0,Sui Gas Employees Cooperative Housing Society,[Lahore],6.0,For Sale	,-3.0,20.0
96560.0,Flat,2000000.0,Bahria Education & Medical City,Lahore,1.0,For Sale,2.0,cinco punto tres
-84222.5,House,35000000.0,Revenue Society,  Lahore  ,6.0,For Sale,-3.0,-1115.5
1785787.42,House,32500000.0,DHA Defence,N/A,6.0, For Rent,5.0,20.0
96565.0,House,35000000.0,Bahria Town,Lahore,6.0,For Sale,5.0,20.0
96566.0,House,24500000.0,Johar Town,	Lahore	,6.0,For Sale,5.0,10.0
96567.0,House,449000000.0,DHA Defence,Lahore,5.0,For Sale,0.0,10.0
96568.0,House,16500000.0,Johar Town,Lahore,70.0,For Sale	,5.0,5.0
96569.0,House	,40000000.0,DHA Defence,Lahore,-3.5,For Sale,5.0,20.0
96571.0,House,37000000.0,State Life Housing Society,Lahore,6.0,For Sale,5.0,20.0
96572.0,House,17900000.0,Johar Town,Lahore,6.0,For Sale,6.0,ocho horas
96573.0,House,24000000.0,DHA 11 Rahbar,Lahore,5.0,For Sale,4.0,-97.0
96574.0,House,25000000.0,DHA Defence,Lahore,5.0,For Sale,60.0,10.0
96575.0,House,N/A,DHA Defence,Lahore,6.0,For Sale,5.0,20.0
96576.0,House,39900000.0,DHA Defence,Lahore,5.0,	For Sale	,4.0,10.0
96577.0, Room ,23000000.0,Bahria Town, Faisalabad ,6.0,For Sale,5.0,-97.0
96578.0,House,38500000.0,DHA Defence,Lahore,6.0,For Sale,5.0,20.0
96581.0,	House	,6000000.0,na,Faisalabad,2.0,For Sale,3.0,10.0
-84222.5,House,40000000.0,Wapda City,Faisalabad,5.0,For Sale,5.0,20.0
96583.0, Upper Portion,40000000.0, Rehman Villas,Rawalpindi,6.0,For Sale,5.0,20.0
96584.0,House,15000000.0,Westridge,Rawalpindi,6.0,For Sale,4.0,5.0
-84222.5,House,4300000.0,Bahria Town Rawalpindi,Rawalpindi,1.0, For Rent,2.0,5.0
96586.0,House,12500000.0,Westridge,Rawalpindi,5.0,For Sale,4.0,4.0
96587.0,House,7500000.0,Adiala Road,Rawalpindi,3.0,	For Sale	,-3.0,10.0
96588.0,House,11000000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,For Sale	,-3.0,5.0
96589.0,House,35500000.0,Bahria Town Rawalpindi,FAISALABAD,6.0,For Sale,5.0,-97.0
96590.0,Flat,2500000.0, Habib Homes,Rawalpindi,1.0,for sale,-3.0,2.7
1684450.0,House,9000000.0,Adiala Road,Rawalpindi,-3.5,For Sale,60.0,5.0
96592.0,House,15000000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,[For Sale],5.0,7.0
96593.0,House,14000000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,For Sale,NaN,7.0
96594.0,House,15000000.0,Al-Wahab Garden - Phase 1 ,Rawalpindi,5.0,For Sale,5.0,7.0
96595.0,House,21000000.0,Bahria Town Rawalpindi,Rawalpindi,6.0,For Sale,5.0,10.0
96596.0,House,cinco punto tres,Capital Smart City, Rawalpindi,4.0,For Sale,4.0,10.0
96597.0,House,15000000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,For Sale,5.0,5.0
96598.0, House ,-258175000.0, Sukh Chayn Gardens ,Rawalpindi,5.0,For Sale,5.0,1940.0
96599.0,House,-22450000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,For Sale,5.0,10.0
96600.0,House	,8500000.0,Rawal Road,Rawalpindi,3.0,for sale,6.0,3.0
96601.0,House,N/D,Bahria Town Rawalpindi, Rawalpindi,70.0,For Sale,5.0,7.0
96623.0,House,18000000.0,gulbahar scheme,Karachi,4.0,For Sale,57.08,N/D
96624.0,  House  ,17000000.0,Gulistan-e-Jauhar,Karachi,4.0,For Sale,6.0,4.8
96627.0,Flat,6000000.0,Gulistan-e-Jauhar ,Karachi,3.0,For Sale,3.0,5.3
-84222.5,[Lower Portion],26500000.0,Jamshed Town,Karachi,3.0,FOR RENT,3.0,8.0
96629.0,Upper Portion ,36500000.0,Khalid Bin Walid Road,Karachi,nueve,For Sale,4.0,1940.0
96631.0,Lower Portion,-22450000.0,Jamshed Town,KARACHI,3.0,For Sale,3.0,8.0
96632.0,Upper Portion,449000000.0,Jamshed Town,Karachi,3.0,For Sale,-3.0,8.0
96633.0,Upper Portion,37500000.0,khuda ki basti,Karachi,4.0,For Sale,4.0,1940.0
96638.0,Upper Portion,16500000.0,Lalukhet ,Karachi,3.0,For Sale,3.0,6.7
96640.0,Lower Portion,32000000.0,Jamshed Town,Karachi,70.0,	For Sale	,4.0,10.0
96643.0,FLAT,10500000.0,Federal B Area,Karachi,-3.5,*For Sale*,60.0,6.1
96644.0,Flat ,-22450000.0,DHA Defence,Karachi,5.0,For Sale,5.0,8.4
96645.0,House,6700000.0,Bahria Town Karachi,Karachi,3.0, For Sale,ocho horas,8.0
-84222.5,Flat,-22450000.0,Gulshan-e-Iqbal Town,Karachi,3.0,For Sale,3.0,7.6
1684450.0,House,15100000.0,[Bahria Town Karachi],islamabad,3.0,For Sale,3.0,null
96650.0,House,13500000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,6.1
96651.0,Flat,9000000.0,DHA Defence,Karachi,-40.25,For Sale,2.0,2132.78
96652.0,,7500000.0,North Karachi,Karachi ,2.0,For Sale,4.0,3.2
-968558.75,Flat,-22450000.0,Gulistan-e-Jauhar,faisalabad,2.0,For Sale,2.0,3.2
96654.0,Flat,8000000.0,DHA Defence,Karachi,-40.25,For Sale,2.0,4.0
nueve,House ,449000000.0,Bahria Town Karachi,Karachi,3.0,For Sale,60.0,5.0
96656.0,Flat,6800000.0,Bahria Town Karachi,Karachi,2.0,For Sale,2.0,4.2
96657.0,Flat,6200000.0,  DHA Defence  ,Karachi,2.0,For Sale,2.0,4.0
96659.0,House,449000000.0,Korangi,Karachi,2.0,For Sale,3.0,-97.0
-84222.5,House,20000000.0,Bahria Town Karachi,Karachi,-3.5,For Sale,3.0,1940.0
96661.0,House,-258175000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96662.0,House,20200000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96663.0,FLAT,20300000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96664.0,House,20400000.0,GOLRA ROAD,Karachi,3.0,For Sale,3.0,8.0
96665.0,House,13500000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96666.0,House,13600000.0, Sadiqa Abad ,Karachi,3.0,For Sale,3.0,8.0
96667.0,na,13700000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96668.0,House,449000000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96669.0,House,13900000.0,Bahria Town Karachi	,Karachi,3.0,For Sale,-34.5,8.0
96670.0,House,14500000.0,Bahria Town Karachi,N/A,3.0,For Sale,3.0,6.1
1684450.0,House,14600000.0,Bahria Town Karachi,	Karachi	,3.0,For Sale,3.0,6.1
96672.0,  House  ,449000000.0, Bahria Town Karachi,Karachi,-40.25,For Sale,3.0,6.1
96673.0,House,22500000.0,Bahria Town Karachi,Karachi,-3.5,For Sale,4.0,14.0
96674.0,room,21000000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96675.0,House,449000000.0,Immad Garden Housing Scheme ,	Karachi	,3.0, For Sale,3.0,6.0
96676.0,House,16000000.0,Bahria Town Karachi, Faisalabad ,3.0, For Sale ,3.0,8.0
96677.0,House,20300000.0,	Bahria Town Karachi	,Karachi,3.0,  For Sale  ,3.0,8.0
96678.0,House,14700000.0,*Bahria Town Karachi*,Karachi,70.0,For Sale,3.0,6.1
96679.0,House,13600000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,8.0
96680.0,House,22000000.0,Bahria Town Karachi,Karachi,4.0,For Sale,4.0,14.0
96681.0,Flat,5000000.0,I. I. Chundrigar Road,Karachi,2.0,For Sale,2.0,3.6
96682.0,House,14800000.0,Bahria Town Karachi, Lahore ,3.0,For Sale,3.0,6.1
96683.0,House,14900000.0,Bahria Town Karachi,Karachi,3.0,For Sale,3.0,6.1
1684450.0,House,6200000.0,AMEEN TOWN,Karachi,n/a,For Sale,2.0,4.2
96685.0,House,469117691.36,Bahria Town Karachi,Karachi	,2.0,For Sale,2.0,4.2
96686.0,House,6400000.0,Bahria Town Karachi,Karachi,2.0,For Sale,2.0,4.2
96687.0,House,6500000.0,Bahria Town Karachi,[lahore],2.0,*For Sale*,2.0,4.2
1684450.0,House,6600000.0,Bahria Town Karachi,Karachi,2.0,For Sale,2.0,4.2
96689.0,Flat,6800000.0,Gulberg Town,Karachi,3.0,For Sale,2.0,3.6
96690.0,Flat,-22450000.0,DHA Defence,Karachi,2.0,for sale,2.0,4.2
96691.0,room,6500000.0,New Karachi,Karachi,4.0,For Sale,2.0,4.8
96692.0,Flat	,27000.0,Gulistan-e-Jauhar,Karachi,3.0,For Rent,3.0,5.8
96693.0,Flat,30000.0,Gulistan-e-Jauhar,Karachi,3.0,For Rent,3.0,6.0
-968558.75,Penthouse,twelve,Tariq Road,Karachi,2.0,For Rent,2.0,4.0
96701.0,Room,50000.0,DHA Defence,Karachi,1.0,For Rent,1.0,-1115.5
96702.0,House,275000.0,DHA Defence,Karachi ,7.0,For Rent,62.43,1940.0
96703.0,Flat,449000000.0,DHA Defence,	Karachi	,2.0,For Rent,3.0,4.2
96704.0,House,-22450000.0,DHA Defence,Karachi,63.01,For Rent,5.0,20.0
96706.0,Flat,23000.0,GHAURI TOWN,Karachi,2.0,For Rent,2.0,3.3
96708.0,Flat,28000.0,DHA Defence,Karachi,2.0,[For Rent],2.0,4.0
-84222.5,House,400000.0,DHA Defence,Karachi,6.0,For Rent,6.0,26.0
1684450.0,Upper Portion,60000.0,Gulistan-e-Jauhar,Karachi,3.0,For Rent,3.0,9.6
96711.0,Flat,65000.0,DHA Defence,Karachi ,2.0,For Rent,2.0,4.2
-84222.5,Upper Portion,50000.0,Gulistan-e-Jauhar,Karachi,70.0,For Rent,3.0,9.6
-84222.5,House,42500000.0,I-8,Islamabad,6.0, For Rent,6.0,12.0
96717.0,Flat,12500000.0,G-11,Islamabad,-3.5,For Sale,2.0,7.0
96718.0,House,3800000.0,Burma Town,Islamabad,3.0,For Sale,3.0,3.0
96722.0,House,2600000.0,new lalazar,Islamabad,2.0,For Sale,2.0,5.0
96738.0,Lower Portion,25000.0,College Road,	Faisalabad	,3.0,For Rent ,2.0,5.0
96739.0,House,55000.0,Bahria Town Rawalpindi,rawalpindi,5.0,For Rent,4.0,10.0
96740.0,House,35000.0,Bahria Town Rawalpindi,Rawalpindi,4.0,For Rent,3.0,5.0
96741.0,farm house,32000.0,Bahria Town Rawalpindi,Rawalpindi,70.0,For Rent,60.0,3.6
96742.0,Upper Portion,18000.0,Bahria Town Rawalpindi,Rawalpindi,2.0,[For Rent],2.0,5.0
-84222.5,House,-258175000.0,Bahria Town Rawalpindi,Rawalpindi,5.0,  For Rent  ,5.0,5.0
1684450.0,Lower Portion,24000.0,Bahria Town Rawalpindi,Rawalpindi,3.0,For Rent,2.0,7.0
96745.0,Flat,31000.0,Farooq-e-Azam Road,Rawalpindi,2.0,For Rent,2.0,null
96746.0,Flat,30000.0,Farooq-e-Azam Road,Rawalpindi,2.0,For Rent,2.0,3.6
96747.0,Flat,-22450000.0,	Farooq-e-Azam Road	,Rawalpindi,2.0,For Rent,2.0,1940.0
96748.0,Flat,449000000.0,Farooq-e-Azam Road, Islamabad,2.0,For Rent,2.0,-97.0
96749.0,	Flat	,29000.0,Farooq-e-Azam Road,Rawalpindi,2.0,For Rent,2.0,3.6
96750.0,Flat,28000.0,Farooq-e-Azam Road,Rawalpindi,2.0,For Rent,2.0,-97.0
96751.0,Lower Portion,40000.0,Satellite Town,Rawalpindi,3.0,For Rent,2.0,6.0
96752.0,Flat,27000.0,Farooq-e-Azam Road,Rawalpindi ,2.0,For Rent,?,3.6
96753.0,	Flat	,26500.0, Walton Railway Officers Colony ,Rawalpindi,2.0,For Rent,dieciocho,-97.0
96754.0,House,41000000.0,DHA Defence,Lahore,70.0,For Sale,5.0,10.0
96755.0,House,8500000.0,Al Rehman Garden,Lahore,5.0,For Sale,5.0,5.0
96756.0,House,36500000.0,DHA Defence,Lahore,62.21,For Sale,5.0,20.0
96757.0,House,29500000.0,Tariq Gardens,	Lahore	,7.0,For Sale,60.0,10.0
N/D,House,7000000.0,Pak Arab Housing Society,Lahore,70.0,For Sale,65.21,3.0
96759.0,[House],13000000.0,Bahria Town,Lahore,4.0,For Sale,3.0,-1115.5
96760.0,Farm House ,9800000.0,State Life Housing Society,Lahore,4.0,FOR RENT,3.0,1940.0
1684450.0,House,37000000.0,DHA Defence,Lahore,6.0,For Sale,5.0,20.0
